OBJECTID,Site_ID,WB_Name,SITE_TYPE,Eco_Region,LAT_DD,LON_DD,FLD_LAT_DD,FLD_LON_DD,FLD_FLAG,Replicate?,Random,"0=Calibrate,1=Validate",HUC4,HUC12,Sample_ID,WDML_Bottl,WDML_Bot_1,sediment_C_pct,Precip_mm,Temp_min_C,Temp_max_C,KFactor,Slope_Deg,SOC_0_5,Water10,Developed2,Barren30,Forest40,Shrubland5,Herbaceous,Pasture81,Cultivated,Wetlands90,WaterBody_Area_m2_KV,LAKEAREA_m2_EPA,LAKEPERIM_km_EPA,AbsDif_WB_Area_pct,Type_Water_Body_KV,LAKE_ORIGIN_EPA,LAKE_ORIGIN_renamed,log_sediment_C_pct,log_Precip_mm,log_Temp_min_C,log_Temp_max_C,log_KFactor,log_Slope_Deg,log_Soil_OC_0_5,log_Water10,log_Developed2,log_Barren30,log_Forest40,log_Shrubland5,log_Herbaceous,log_Pasture81,log_Cultivated,log_Wetlands90,log_WaterBody_Area_m2,log_Lake_Area_m2_EPA,Reservoir_PermanentID,RecordCount
505,NLA06608-1469,Brierpatch Lake,PROB_Lake,8.3,33.2994,-81.8927,33.3003,-81.8975,,,0.643155723,0,3,030601060607,502660,MSC074I,074I,10.4036,1210.6,10.7,24.5,0.2415,1.17,704,0.0466,0.3169,0.0031,0.1209,0.0439,0.0191,0.0106,0.0585,0.3804," 41,745 "," 50,111 ",2.164182459,18%,LAKE,NATURAL,LAKE,1.017184523,3.08299742,1.031018309,1.389536689,-0.617114075,0.06796432,2.847642197,-1.332010634,-0.499107025,-2.504613565,-0.917396652,-1.357401148,-1.720067591,-1.975183211,-1.23256299,-0.419765714,4.620604179,4.699934378,136109854,1
135,NLA06608-0226,Voydatch Pond,PROB_Lake,8.1,43.1995,-71.2474,43.2007,-71.2476,Not in NHD Lake Polygon,,0.303321072,1,1,010700060502,508360,MSC254I,254I,16.5198,1146.1,1.3,13.4,0.2379,4.60,3459,0.0695,0.0747,0.0010,0.7277,0.0241,0.0049,0.0596,0.0034,0.0350," 45,408 "," 50,552 ",1.014551771,11%,LAKE,MAN-MADE,RESERVOIR,1.21800355,3.05923453,0.118925772,1.127624636,-0.623686296,0.662383418,3.538998991,-1.157710011,-1.126607943,-2.993455235,-0.138024856,-1.618107013,-2.307404829,-1.224702344,-2.473582,-1.45596182,4.657133195,4.703736046,135908629,1
401,NLA06608-1060,0,PROB_Lake,8.3,37.6679,-88.8397,37.6700,-88.8388,,,0.873228662,0,5,051402040103,505030,MSC545J,545J,4.4772,1175.9,7.5,19.4,0.3968,2.36,563,0.0239,0.0622,0.0003,0.3766,0.0000,0.0057,0.4314,0.0576,0.0423," 49,159 "," 51,544 ",1.516988421,5%,LAKE,MAN-MADE,RESERVOIR,0.651004555,3.070365981,0.876479842,1.287387647,-0.401436348,0.373245171,2.750124412,-1.622051753,-1.206132922,-3.540122435,-0.424102525,-5,-2.243288554,-0.365157346,-1.239343066,-1.373601241,4.691602245,4.712173916,49236195,2
402,NLA06608-1060,0,PROB_Lake,8.3,37.6679,-88.8397,37.6700,-88.8388,,replicate,0.043398915,1,5,051402040103,507610,MSC546J,546J,4.7745,1175.9,7.5,19.4,0.3968,2.36,563,0.0239,0.0622,0.0003,0.3766,0.0000,0.0057,0.4314,0.0576,0.0423," 49,159 "," 51,544 ",1.516988421,5%,LAKE,MAN-MADE,RESERVOIR,0.678928443,3.070365981,0.876479842,1.287387647,-0.401436348,0.373245171,2.750124412,-1.622051753,-1.206132922,-3.540122435,-0.424102525,-5,-2.243288554,-0.365157346,-1.239343066,-1.373601241,4.691602245,4.712173916,49236195,2
154,NLA06608-0280,McElvaney Lake,PROB_Lake,8.3,32.0899,-95.8943,32.0887,-95.8942,,,0.125788963,1,12,120302010204,504130,MSC190H,190H,5.1302,1078.3,12.0,25.0,0.2370,2.75,448,0.0585,0.0292,0.0004,0.2798,0.1404,0.0000,0.1543,0.0700,0.2675," 59,895 "," 53,612 ",1.133240069,11%,LAKE,MAN-MADE,RESERVOIR,0.710133873,3.032723794,1.078834546,1.397178219,-0.625251648,0.439753669,2.65111104,-1.23297268,-1.534162962,-3.422903923,-0.553219699,-0.852594537,-5,-0.811696674,-1.154928069,-0.57273048,4.777388513,4.729260733,93957040,1
206,NLA06608-0452,Jim Baker Reservoir,PROB_Lake,9.4,39.8068,-105.0360,39.8059,-105.0361,,,0.015005222,1,10,101900040404,502470,MSC492J,492J,4.2591,407.8,2.5,18.2,0.2650,1.80,619,0.0267,0.9204,0.0000,0.0055,0.0023,0.0128,0.0000,0.0021,0.0302," 216,963 "," 53,910 ",1.153685508,120%,RESERVOIR,MAN-MADE,RESERVOIR,0.629314676,2.610409994,0.40468428,1.260515985,-0.576677329,0.254849685,2.791822266,-1.573799112,-0.036002371,-5,-2.258891327,-2.643176454,-1.893053928,-5,-2.675361138,-1.520180873,5.336384813,4.731670586,116936261,1
184,NLA06608-0377,Sunbury WS #5,PROB_Lake,8.4,40.8634,-76.7741,40.8625,-76.7750,,,0.86314251,0,2,020503010104,502790,MSC093I,093I,8.6741,1102.0,3.7,15.5,0.2278,8.26,596,0.0117,0.1335,0.0007,0.5644,0.0000,0.0000,0.1566,0.1267,0.0064," 60,503 "," 54,598 ",1.089679549,10%,LAKE,MAN-MADE,RESERVOIR,0.938223674,3.042188859,0.563853863,1.189312219,-0.642388422,0.916967774,2.775189105,-1.930782242,-0.874648671,-3.145800657,-0.248427366,-5,-5,-0.805138676,-0.897153836,-2.195821196,4.781778036,4.737178599,54976195,1
39,NLA06608-0048,Nolen Blue Hole,PROB_Lake,8.5,36.7873,-89.1757,36.7892,-89.1750,,,0.356034114,1,8,080101000202,505710,MSC295I,295I,1.4500,1290.1,8.5,20.3,0.2358,0.75,675,0.3398,0.0248,0.0023,0.0626,0.0023,0.0002,0.0005,0.3110,0.2565," 45,699 "," 56,179 ",1.079810471,21%,LAKE,NATURAL,LAKE,0.161368002,3.110616833,0.928666717,1.307563672,-0.62741287,-0.122812259,2.829445907,-0.468791865,-1.605607678,-2.634142513,-1.20374011,-2.632525027,-3.761247312,-3.284126057,-0.507207054,-0.590926912,4.659904875,4.749577739,141196642,2
40,NLA06608-0048,Nolen Blue Hole,PROB_Lake,8.5,36.7873,-89.1757,36.7892,-89.1750,,replicate,0.453052109,1,8,080101000202,510270,MSC953H,953H,2.2704,1290.1,8.5,20.3,0.2358,0.75,675,0.3398,0.0248,0.0023,0.0626,0.0023,0.0002,0.0005,0.3110,0.2565," 45,699 "," 56,179 ",1.079810471,21%,LAKE,NATURAL,LAKE,0.356105821,3.110616833,0.928666717,1.307563672,-0.62741287,-0.122812259,2.829445907,-0.468791865,-1.605607678,-2.634142513,-1.20374011,-2.632525027,-3.761247312,-3.284126057,-0.507207054,-0.590926912,4.659904875,4.749577739,141196642,2
280,NLA06608-0671,Twin Lakes,PROB_Lake,6.2,40.6897,-110.3848,40.6909,-110.3845,,,0.983736607,0,14,140600030704,508110,MSC977I,977I,6.4968,809.7,-8.3,6.3,0.0931,16.68,384,0.0143,0.0001,0.2857,0.4612,0.1531,0.0817,0.0000,0.0000,0.0040," 40,306 "," 58,323 ",1.295517494,37%,LAKE,NATURAL,LAKE,0.812700968,2.9083413,-5,0.799810299,-1.031268064,1.222182149,2.58473441,-1.845481307,-4.212837228,-0.544078686,-0.336123004,-0.815001462,-1.087811641,-5,-5,-2.401262222,4.605369809,4.765837367,58226268,1
631,NLA06608-2481,Officers Reservoir,PROB_Lake,6.2,43.9886,-119.3928,43.9891,-119.3947,Not in NHD Lake Polygon,,0.18320056,1,17,170702010104,512210,MSC921I,921I,4.0524,538.8,-1.2,11.8,0.2363,13.39,862,0.0007,0.0000,0.0000,0.4753,0.4932,0.0168,0.0036,0.0006,0.0098," 82,375 "," 59,328 ",1.052801011,33%,RESERVOIR,MAN-MADE,RESERVOIR,0.60770727,2.731430627,-5,1.073235206,-0.626475034,1.12691577,2.935732826,-3.133709187,-5,-5,-0.323073486,-0.307003926,-1.773494573,-2.440568726,-3.245342456,-2.00877045,4.915797062,4.773260295,144675551,1
313,NLA06608-0782,Vesper Lake,PROB_Lake,5.2,47.9749,-90.7459,47.9783,-90.7536,,,0.036012594,1,9,090300010302,511890,MSC911I,911I,20.9708,747.9,-2.5,8.3,0.1647,3.60,700,0.1316,0.0074,0.0000,0.6725,0.0242,0.0002,0.0000,0.0000,0.1641," 47,543 "," 59,451 ",1.233867307,22%,LAKE,NATURAL,LAKE,1.321615495,2.873817603,-5,0.918662181,-0.783430186,0.555978823,2.845060928,-0.880808219,-2.133028748,-5,-0.172289092,-1.616240305,-3.65573374,-5,-5,-0.784861845,4.677089046,4.774159622,80997991,1
257,NLA06608-0594,Banks Lake,PROB_Lake,8.3,32.3783,-82.0649,32.3776,-82.0646,,,0.126073912,1,3,030602030107,503160,MSC596J,596J,7.0281,1230.2,12.1,25.5,0.1902,1.07,705,0.0088,0.1121,0.0001,0.1877,0.0633,0.0339,0.0768,0.2381,0.2792," 74,768 "," 60,287 ",1.202826938,21%,RESERVOIR,MAN-MADE,RESERVOIR,0.84684096,3.089961613,1.083841547,1.407114838,-0.720692628,0.029883232,2.847901917,-2.056539393,-0.95049812,-3.832712078,-0.72645935,-1.19878478,-1.469955514,-1.114512454,-0.623221435,-0.554124746,4.87371332,4.78022625,73948404,1
750,NLA06608-WI:SY,Sy Lake,REF_Lake,8.2,43.9590,-87.9440,43.9587,-87.9437,,,0.55355349,0,4,040301011105,503110,MSC075I,075I,0.0000,819.6,2.2,12.8,0.3110,1.69,1679,0.0321,0.0553,0.0012,0.1436,0.0070,0.0062,0.1853,0.4363,0.1329," 54,232 "," 60,498 ",1.169837031,11%,LAKE,NATURAL,LAKE,-5,2.913596891,0.341625943,1.10796997,-0.507239626,0.227381174,3.22516331,-1.493023493,-1.256934304,-2.91352933,-0.842807535,-2.154561396,-2.209760442,-0.732215176,-0.360208293,-0.876324241,4.73425932,4.781740461,139260505,1
24,NLA06608-0023,Birdbath Lake,PROB_Lake,9.4,31.1485,-97.7453,31.1489,-97.7444,,,0.623854851,0,12,120702020306,510040,MSC585J,585J,8.7243,848.8,12.2,25.4,0.2669,3.44,1150,0.0015,0.0408,0.0161,0.3075,0.2034,0.4167,0.0000,0.0007,0.0133," 51,787 "," 62,072 ",0.974665509,18%,RESERVOIR,MAN-MADE,RESERVOIR,0.940731039,2.92882966,1.084815772,1.404671793,-0.573617477,0.535996903,3.060602127,-2.824787819,-1.389369118,-1.793688194,-0.512100597,-0.691667453,-0.380149924,-5,-3.151199545,-1.877341254,4.714217285,4.792897259,68302503,2
25,NLA06608-0023,Birdbath Lake,PROB_Lake,9.4,31.1485,-97.7453,31.1489,-97.7444,,replicate,0.956647328,0,12,120702020306,517540,MSC622H,622H,9.0400,848.8,12.2,25.4,0.2669,3.44,1150,0.0015,0.0408,0.0161,0.3075,0.2034,0.4167,0.0000,0.0007,0.0133," 51,787 "," 62,072 ",0.974665509,18%,RESERVOIR,MAN-MADE,RESERVOIR,0.95616843,2.92882966,1.084815772,1.404671793,-0.573617477,0.535996903,3.060602127,-2.824787819,-1.389369118,-1.793688194,-0.512100597,-0.691667453,-0.380149924,-5,-3.151199545,-1.877341254,4.714217285,4.792897259,68302503,2
116,NLA06608-0195,0,PROB_Lake,9.3,46.8920,-99.0810,46.8889,-99.0875,Not in NHD Lake Polygon,,0.952275126,0,10,101600030501,503150,MSC689I,689I,11.2486,467.5,-1.4,11.4,0.3176,1.25,1703,0.1307,0.0420,0.0000,0.0010,0.0000,0.2729,0.0480,0.4479,0.0575," 66,160 "," 63,059 ",1.228151104,5%,LAKE,NATURAL,LAKE,1.051097277,2.669755419,-5,1.058483207,-0.498123199,0.098280261,3.2312887,-0.883737509,-1.377229095,-5,-2.992503228,-5,-0.564006278,-1.318868043,-0.348789829,-1.240173653,4.820597843,4.799749382,147307804,1
426,NLA06608-1172,Woodland Lake,PROB_Lake,8.3,39.2775,-86.2118,39.2825,-86.2214,Not in NHD Lake Polygon,,0.441140662,1,5,051202020101,512040,MSC027I,027I,0.0000,1121.1,5.8,17.0,0.3254,4.43,842,0.0107,0.0318,0.0000,0.7203,0.0083,0.0744,0.1122,0.0421,0.0003," 60,521 "," 63,155 ",1.308242078,4%,LAKE,MAN-MADE,RESERVOIR,-5,3.049658151,0.762622762,1.231301043,-0.487605529,0.646522804,2.925067098,-1.970676956,-1.497167319,-5,-0.14250026,-2.082915255,-1.128672746,-0.950087512,-1.375984789,-3.493256085,4.781908972,4.800411107,90351270,1
604,NLA06608-2094,Musselman Cattle Company Lake Number 2,PROB_Lake,8.3,29.0929,-97.0874,29.0935,-97.0867,,,0.567544134,0,12,121001010303,504150,MSC548H,548H,6.1672,1004.6,14.7,27.1,0.2668,0.65,323,0.0008,0.0466,0.0023,0.2826,0.1482,0.0646,0.3968,0.0000,0.0581," 52,599 "," 63,414 ",0.963289718,19%,RESERVOIR,MAN-MADE,RESERVOIR,0.790084652,3.001999812,1.166438586,1.433166131,-0.573826471,-0.189685686,2.509792748,-3.120421862,-1.331600247,-2.647709726,-0.548801245,-0.829005916,-1.189688882,-0.401461184,-5,-1.235514983,4.720980423,4.802186765,128133338,1
383,NLA06608-1002,0,PROB_Lake,9.3,47.6436,-109.1838,47.6441,-109.1823,,,0.184877463,1,10,100401010505,513950,MSC090I,090I,5.0055,386.6,-0.1,14.4,0.3564,2.67,525,0.0019,0.0063,0.0014,0.0034,0.0703,0.5436,0.0006,0.3611,0.0115," 66,090 "," 63,596 ",1.133427545,4%,LAKE,MAN-MADE,RESERVOIR,0.699443301,2.58723395,-5,1.159364434,-0.44802612,0.426846208,2.719958559,-2.728769797,-2.201960758,-2.850039156,-2.471746102,-1.153162141,-0.264757431,-3.23360404,-0.442362324,-1.937909112,4.820132526,4.803426543,149575380,1
548,NLA06608-1735,0,PROB_Lake,8.3,30.8348,-93.4365,30.8353,-93.4374,,,0.283119824,1,12,120100050505,518060,MSC569I,569I,7.3485,1478.9,12.7,25.3,0.3144,1.13,609,0.0199,0.0538,0.0100,0.2801,0.1273,0.0726,0.0526,0.0198,0.3638," 53,630 "," 64,157 ",1.20514735,18%,RESERVOIR,NATURAL,LAKE,0.866198817,3.169940931,1.102497458,1.403276197,-0.502513981,0.052380885,2.784884242,-1.700386828,-1.269089997,-1.998894293,-0.552678351,-0.895281118,-1.138961223,-1.279202924,-1.702924096,-0.439092605,4.729404865,4.807242513,104011267,1
244,NLA06608-0546,Grist Millpond,PROB_Lake,8.1,42.3550,-71.4798,42.3572,-71.4762,,,0.505837594,0,1,010700050104,507210,MSC805I,805I,19.5300,1194.0,3.5,15.3,0.1686,2.65,1937,0.0229,0.3223,0.0001,0.4167,0.0043,0.0021,0.0598,0.0042,0.1675," 67,698 "," 65,794 ",1.763363958,3%,RESERVOIR,NATURAL,LAKE,1.290702243,3.077009699,0.542132794,1.185776897,-0.773050759,0.423822539,3.287167827,-1.640562738,-0.491679414,-4.079033166,-0.380126336,-2.365313585,-2.684263204,-1.223073717,-2.375351059,-0.775935332,4.83057327,4.818184063,129728832,1
596,NLA06608-2036,South Banner Lake,PROB_Lake,9.2,41.4384,-93.5510,41.4386,-93.5525,,,0.531850162,0,7,071000080703,508150,MSC094I,094I,2.2177,885.9,4.1,15.6,0.3543,2.84,1348,0.0121,0.0844,0.0002,0.1215,0.0004,0.0269,0.2008,0.5017,0.0520," 56,970 "," 66,184 ",1.609873256,15%,LAKE,NATURAL,LAKE,0.345906126,2.94738217,0.611708438,1.192851964,-0.450672514,0.453830239,3.129708022,-1.918189458,-1.073901858,-3.626468686,-0.915435162,-3.373211472,-1.570517281,-0.697177513,-0.299527216,-1.284210542,4.755644657,4.820751436,133529821,1
737,NLA06608-R750,Pottawatomie County State Lake,REF_Lake,9.4,39.4692,-96.4100,39.4690,-96.4087,,,0.216177667,1,10,102701020101,508460,MSC983I,983I,5.1721,895.0,5.5,18.1,0.3403,3.61,1125,0.0060,0.0401,0.0000,0.0992,0.0002,0.7407,0.0371,0.0741,0.0027," 70,677 "," 66,863 ",1.421850569,6%,RESERVOIR,MAN-MADE,RESERVOIR,0.71366347,2.951821436,0.742564728,1.257579308,-0.468115277,0.558102947,3.051222355,-2.224210913,-1.396621688,-5,-1.003534182,-3.607513232,-0.130379569,-1.431173875,-1.130309262,-2.571797679,4.849275777,4.825187063,34595956,1
704,NLA06608-NELP-3355,Upper Pond,REF_Lake,5.3,46.9448,-68.8531,46.9439,-68.8532,,,0.41832539,1,1,010100030205,511390,MSC701I,701I,14.8192,981.8,-2.2,8.6,0.2810,5.25,1023,0.0238,0.0007,0.0069,0.8078,0.0734,0.0192,0.0004,0.0000,0.0677," 60,578 "," 66,908 ",1.075767785,10%,LAKE,NATURAL,LAKE,1.170823558,2.992007363,-5,0.934151002,-0.551332575,0.720004414,3.009667594,-1.62256168,-3.143452491,-2.163753592,-0.092692264,-1.134014979,-1.71628853,-3.408407121,-5,-1.169343509,4.782317409,4.825477058,142978856,1
311,NLA06608-0775,Soil Conservation Service Site 5 Reservoir,PROB_Lake,9.4,31.7784,-99.4868,31.7772,-99.4864,Not in NHD Lake Polygon,,0.188923979,1,12,120901060301,507110,MSC631H,631H,6.0824,687.0,10.6,25.1,0.2466,1.95,734,0.0019,0.0707,0.0000,0.0196,0.7646,0.0982,0.0000,0.0450,0.0000," 58,959 "," 67,136 ",1.484181182,13%,RESERVOIR,MAN-MADE,RESERVOIR,0.784077262,2.836948634,1.026758533,1.39923557,-0.608083823,0.290649741,2.865412405,-2.716856917,-1.150861605,-4.597670509,-1.707389247,-0.116579185,-1.007720908,-5,-1.347067556,-5,4.77055117,4.826955197,98345072,1
90,NLA06608-0115,Marl Lake,PROB_Lake,8.1,44.3236,-89.1910,44.3236,-89.1917,,,0.426525094,1,4,040302021808,514950,MSC974I,974I,12.8805,832.1,1.1,12.7,0.1689,1.88,792,0.0548,0.1274,0.0002,0.3696,0.0003,0.0035,0.0255,0.3231,0.0957," 56,627 "," 67,372 ",0.987715321,17%,LAKE,NATURAL,LAKE,1.109932553,2.920188952,0.028917311,1.103121583,-0.772290551,0.274486393,2.898876133,-1.260957701,-0.894847455,-3.668146203,-0.432281224,-3.57539215,-2.458886581,-1.59399177,-0.490719648,-1.019089649,4.753020931,4.828476589,75660235,1
215,NLA06608-0468,Eagle Lake,PROB_Lake,6.2,39.4324,-106.6004,39.4323,-106.5996,,,0.433851284,1,14,140100040503,509260,MSC542H,542H,15.1657,712.7,-6.6,8.6,0.1144,18.15,336,0.0065,0.0000,0.0998,0.7167,0.0108,0.1426,0.0000,0.0000,0.0237," 62,034 "," 67,802 ",1.22241284,9%,LAKE,NATURAL,LAKE,1.180862346,2.852901634,-5,0.935651717,-0.941428959,1.258831755,2.526292848,-2.188010707,-5,-1.000924063,-0.14468471,-1.967902619,-0.845952622,-5,-5,-1.624894882,4.792630694,4.831240765,72972808,1
267,NLA06608-0625,Van Patten Lake,PROB_Lake,6.2,44.9543,-118.1860,44.9555,-118.1852,,,0.625985655,0,17,170502030502,516940,MSC197H,197H,6.6061,743.4,-0.8,10.5,0.2757,17.21,1444,0.0007,0.0180,0.0124,0.8599,0.0898,0.0141,0.0003,0.0046,0.0000," 66,887 "," 67,956 ",1.335435873,2%,LAKE,NATURAL,LAKE,0.819945867,2.871227064,-5,1.020253161,-0.559513845,1.235811362,3.159699893,-3.145068706,-1.743729719,-1.905143893,-0.065532156,-1.046610404,-1.85225904,-3.461892969,-2.333350108,-5,4.825339591,4.832230229,112955163,1
