"Source_ID","Site_ID","Site_Name","Flux_Name","Date_start","Date_end","Aggregated_Space","Aggregated_Time","Diffusive_CH4_Flux_Min","Diffusive_CH4_Flux_Max","Diffusive_CH4_Flux_Mean","Diffusive_CH4_Flux_SD","Diffusive_CH4_Flux_Median","SampleCount_Diffusive","Diff_Method","Eb_CH4_Flux_Min","Eb_CH4_Flux_Max","Eb_CH4_Flux_Mean","Eb_CH4_Flux_SD","Eb_CH4_Flux_Median","SampleCount_Eb","Eb_Method","Total_CH4_Flux_Min","Total_CH4_Flux_Max","Total_CH4_Flux_Mean","Total_CH4_Flux_SD","Total_CH4_Flux_Median","Total_Method","CO2_Flux_Min","CO2_Flux_Max","CO2_Flux_Mean","CO2_Flux_SD","CO2_Flux_Median","CO2_Flux_Method","N2O_Flux_Min","N2O_Flux_Max","N2O_Flux_Mean","N2O_Flux_SD","N2O_Flux_Median","k_Method","k_ref","Comments","new_Diffusive_CH4_Flux_unit","new_Eb_CH4_Flux_unit","new_Total_CH4_Flux_unit","new_CO2_Flux_unit","new_N2O_Flux_unit","orig_Diffusive_CH4_Flux_unit","orig_Eb_CH4_Flux_unit","orig_Total_CH4_Flux_unit","orig_CO2_Flux_unit","orig_N2O_Flux_unit"
2223,1004,"Annweiler DN","Annweiler downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,10.785512,5.049864,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.073242,136.332,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,1005,"Bellheim DN","Belheim downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,2.898996,1.745632,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.162506,73.891944,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,1006,"Edenkoben DN","Edenkoben downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,1.5586,0.93516,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.084596,146.761398,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,1007,"Germersheim DN","Germersheim downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,1.1783016,1.496256,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.598182,102.498942,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,1008,"Hochstadt DN","Hochstadt downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,4.551112,9.538632,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.277494,146.965896,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,1009,"Neustadt DN","Neustadt downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,0.15586,0.1059848,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.880576,121.312758,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,1010,"Offenbach DN","Offenbach downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,1.745632,1.995008,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451.617692,837.19209,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,1011,"Ruelzheim DN","Ruelzheim downstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,0.3553608,0.2057352,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.70344,55.396236,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3204,"Annweiler UP","Annweiler  upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,1.745632,1.059848,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.444464,30.129372,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3205,"Bellheim UP","Belheim upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,0.561096,1.059848,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.92673,14.678412,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3206,"Edenkoben UP","Edenkoben upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,2.119696,1.87032,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.65337,24.380706,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3207,"Germersheim UP","Germersheim upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,0.62344,0.436408,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.874326,93.455586,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3208,"Hochstadt UP","Hochstadt upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,1.09102,1.5336624,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.74333,43.467186,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3209,"Neustadt UP","Neustadt upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,0.561096,0.93516,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.447248,57.782046,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3210,"Offenbach UP","Offenbach upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,1.24688,0.997504,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.827722,27.925338,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2223,3211,"Ruelzheim UP","Ruelzheim upstream",2020-03-15,2020-03-15,"No","Yes",NA,NA,0.2867824,0.374064,NA,11,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.60491,43.51263,NA,"chamber",NA,NA,NA,NA,NA,"chamber+conc",NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,"mg CO2 m-2 d-1",NA
2225,1026,"RAJANG 1A","RAJANG 1A March",2020-03-04,2020-03-04,"No","No",NA,NA,0.047156622,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1027,"RAJANG 1B","RAJANG 1B Sept",2020-09-05,2020-09-05,"No","No",NA,NA,0.782009762,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1028,"RAJANG 3A","RAJANG 3A March",2020-03-05,2020-03-05,"No","No",NA,NA,5.352782112,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1029,"RAJANG 3B","RAJANG 3B Sept",2020-09-05,2020-09-05,"No","No",NA,NA,0.259596278,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1030,"RAJANG 4","RAJANG 4 March",2020-03-05,2020-03-05,"No","No",NA,NA,0.951858361,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1031,"RAJANG 5","RAJANG 5 August",2020-08-22,2020-08-22,"No","No",NA,NA,0.128030015,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1032,"RAJANG 6","RAJANG 6 August",2020-08-22,2020-08-22,"No","No",NA,NA,0.151534352,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1033,"RAJANG 7","RAJANG 7 August",2020-08-22,2020-08-22,"No","No",NA,NA,0.104596382,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1033,"RAJANG 7","RAJANG 7 August #2",2020-08-24,2020-08-24,"No","No",NA,NA,1.28909137,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1034,"RAJANG 8","RAJANG 8 August",2020-08-22,2020-08-22,"No","No",NA,NA,0.148516625,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1034,"RAJANG 8","RAJANG 8 August#2",2020-08-24,2020-08-24,"No","No",NA,NA,0.473423134,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1035,"RAJANG 9","RAJANG 9 August",2020-08-23,2020-08-23,"No","No",NA,NA,0.115655647,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1036,"RAJANG 10","RAJANG 10 August",2020-08-23,2020-08-23,"No","No",NA,NA,0.107328838,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1037,"RAJANG 11","RAJANG 11 August",2020-08-23,2020-08-23,"No","No",NA,NA,0.376604561,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1038,"RAJANG 12","RAJANG 12 Sept",2020-09-07,2020-09-07,"No","No",NA,NA,0.032967614,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1039,"RAJANG 14","RAJANG 14 August",2020-08-24,2020-08-24,"No","No",NA,NA,1.022866632,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1039,"RAJANG 14","RAJANG 14 March",2020-03-05,2020-03-05,"No","No",NA,NA,1.307182611,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1040,"RAJANG 15","RAJANG 15 August",2020-08-25,2020-08-25,"No","No",NA,NA,0.139288409,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1040,"RAJANG 15","RAJANG 15 March",2020-03-05,2020-03-05,"No","No",NA,NA,0.699316634,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1041,"RAJANG 16","RAJANG 16  August",2020-08-25,2020-08-25,"No","No",NA,NA,0.126442946,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1042,"RAJANG 20","RAJANG 20 August",2020-08-25,2020-08-25,"No","No",NA,NA,0.153484083,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1043,"MALUDAM 1","MALUDAM 1",2020-03-09,2020-03-09,"No","No",NA,NA,4.337707165,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1044,"MALUDAM 2","MALUDAM 2",2020-03-09,2020-03-09,"No","No",NA,NA,2.774856443,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1045,"MALUDAM 3","MALUDAM 3",2020-03-09,2020-03-09,"No","No",NA,NA,1.681748337,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1046,"MALUDAM 4","MALUDAM 4",2020-03-09,2020-03-09,"No","No",NA,NA,2.529238415,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
2225,1047,"MALUDAM 5","MALUDAM 5",2020-03-09,2020-03-09,"No","No",NA,NA,1.739459166,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Muller et al. 2016a, b","average of measurements made by Muller et al.","mmol m-2 d-1",NA,NA,NA,NA,"nmol m-2 s-1",NA,NA,NA,NA
