Source_ID,Site_ID,Site_Name,Stream_Name,Aggregated,N_sites_aggregated,Basin_Region,Latitude,Longitude,Elevation_m,Slope_m_per_m,Strahler_order,Basin_size_km2,Channel_type,Latitude_snapped,Longitude_snapped,Elevation_estimated_m,Comments
2223,1010,Offenbach DN,Queich,No,NA,Rhine River,49.2096,8.2171,NA,NA,NA,NA,"PS, CH",49.20970495,8.218013912,121.5960992,lat lon estimated from Fig 1 and STP locations (from Google maps) with Google Earth
2223,1011,Ruelzheim DN,Klingbach,No,NA,Rhine River,49.1615,8.3015,NA,NA,NA,NA,PS,49.16185243,8.301074408,105.9860992,lat lon estimated from Fig 1 and STP locations (from Google maps) with Google Earth
2223,3204,Annweiler UP,Queich,No,NA,Rhine River,49.213,7.97832,NA,NA,NA,NA,NA,49.213,7.97832,197,NA
2223,3205,Bellheim UP,Spiegelbach,No,NA,Rhine River,49.192,8.296,NA,NA,NA,NA,NA,49.19159033,8.296549978,109.6040992,NA
2223,3206,Edenkoben UP,Triefenbach,No,NA,Rhine River,49.2845,8.1536,NA,NA,NA,NA,NA,49.2845,8.1536,136.0001068,NA
2223,3207,Germersheim UP,Queich,No,NA,Rhine River,49.2236,8.3753,NA,NA,NA,NA,NA,49.2236,8.3753,102,NA
2223,3208,Hochstadt UP,Hainbach,No,NA,Rhine River,49.246,8.2244,NA,NA,NA,NA,NA,49.24609902,8.224410533,125.5500992,NA
2223,3209,Neustadt UP,Speyerbach,No,NA,Rhine River,49.3319,8.2255,NA,NA,NA,NA,NA,49.33218115,8.225084358,116.7480992,NA
2223,3210,Offenbach UP,Offenbach,No,NA,Rhine River,49.2102,8.2126,NA,NA,NA,NA,NA,49.2102,8.2126,129,NA
2223,3211,Ruelzheim UP,Klingbach,No,NA,Rhine River,49.1607,8.2984,NA,NA,NA,NA,NA,49.16060014,8.298351227,106.5080992,NA
2224,1012,Vev,La Veveyse,No,NA,Rhone River,46.527289,6.922661,868,NA,NA,NA,NA,46.52691192,6.922838017,899.6201221,NA
2224,1013,And,L'Avancon de Nant,No,NA,Rhone River,46.253852,7.109585,1189,NA,NA,NA,NA,46.25374847,7.109463421,1225,NA
2224,1014,Tal,Le Talent,No,NA,Rhone River,46.59045,6.666399,723,NA,NA,NA,NA,46.59011309,6.66687362,748.8101221,NA
2224,1015,Com,Le Combagno u,No,NA,Rhone River,46.574373,6.441875,594,NA,NA,NA,NA,46.574373,6.441875,599,NA
2224,1016,Vey-1,Le Veyron,No,NA,Rhone River,46.640305,6.483072,523,NA,NA,NA,NA,46.64030436,6.483679112,525.3731221,NA
2224,1017,Vey-2,Le Veyron,No,NA,Rhone River,46.584923,6.400136,663,NA,NA,NA,NA,46.584923,6.400136,669,NA
2224,1018,Sor,La Sorge,No,NA,Rhone River,46.522506,6.571378,386,NA,NA,NA,NA,46.5223817,6.571302092,388.9620916,NA
2224,1020,Ven-1,La Venoge,No,NA,Rhone River,46.525409,6.54501,378,NA,NA,NA,NA,46.52548347,6.544758722,377.8100916,NA
2224,1022,Ven-2,La Venoge,No,NA,Rhone River,46.551325,6.540395,391,NA,NA,NA,NA,46.55121651,6.540279956,390.8670916,NA
2224,1023,Geb,La Gebre,No,NA,Rhone River,46.62406,6.462538,575,NA,NA,NA,NA,46.62369309,6.463044353,578.7721221,NA
2224,1025,Sen,La Senoge,No,NA,Rhone River,46.556722,6.482098,486,NA,NA,NA,NA,46.5569723,6.481672058,487.9050916,NA
2225,1026,RAJANG 1A,Rajang River,No,NA,Rajang River,2.166233333,111.5530833,NA,NA,NA,NA,NA,2.166233333,111.5530833,9.000100136,extensive oil palm plantations and logging in this basin
2225,1027,RAJANG 1B,Rajang River,No,NA,Rajang River,2.0124,112.549,NA,NA,NA,NA,NA,2.0124,112.549,11.89210014,NA
2225,1028,RAJANG 3A,Rajang River,No,NA,Rajang River,2.204833333,111.9153667,NA,NA,NA,NA,NA,2.204833333,111.9153667,2.000099897,NA
2225,1029,RAJANG 3B,Rajang River,No,NA,Rajang River,2.09865,112.1626667,NA,NA,NA,NA,NA,2.09865,112.1626667,7.997400136,NA
2225,1030,RAJANG 4,Igan River,No,NA,Rajang River,2.47115,111.8346,NA,NA,NA,NA,NA,2.47115,111.8346,11.98930014,longitude adjusted to land on channel
2225,1031,RAJANG 5,Rajang River,No,NA,Rajang River,2.254,111.659,NA,NA,NA,NA,NA,2.254,111.659,12.00010014,lat lon moved to match a site in Fig. 1 of paper; reported data put this site far from river
2225,1032,RAJANG 6,Rajang River,No,NA,Rajang River,2.18048,111.9425,NA,NA,NA,NA,NA,2.18048,111.9425,2.997399897,NA
2225,1033,RAJANG 7,Rajang River,No,NA,Rajang River,2.07425,112.2254833,NA,NA,NA,NA,NA,2.07425,112.2254833,11,combined with Station 13 of 8/24/2017
2225,1034,RAJANG 8,Rajang River,No,NA,Rajang River,2.02655,112.48875,NA,NA,NA,NA,NA,2.02655,112.48875,21,combined with Station 12 of 8/24/2017
2225,1035,RAJANG 9,Rajang River,No,NA,Rajang River,2.009666667,112.6955833,NA,NA,NA,NA,NA,2.009666667,112.6955833,21,NA
2225,1036,RAJANG 10,Rajang River,No,NA,Rajang River,2.01755,112.8969,NA,NA,NA,NA,NA,2.01755,112.8969,17,NA
2225,1037,RAJANG 11,Rajang River,No,NA,Rajang River,2.008283333,112.69645,NA,NA,NA,NA,NA,2.008283333,112.69645,66,NA
2225,1038,RAJANG 12,Igan River,No,NA,Rajang River,2.806883333,111.7301667,NA,NA,NA,NA,NA,2.806883333,111.7301667,6.000100136,NA
2225,1039,RAJANG 14,Rajang River,No,NA,Rajang River,2.183233333,111.9413,NA,NA,NA,NA,NA,2.183233333,111.9413,1.9163,combined with Station 6 of 3/5/2017
2225,1040,RAJANG 15,Igan River,No,NA,Rajang River,2.45805,111.8464,NA,NA,NA,NA,NA,2.45805,111.8464,19,combined with Station 5 of 3/5/2017
2225,1041,RAJANG 16,Igan River,No,NA,Rajang River,2.604633333,111.8075167,NA,NA,NA,NA,NA,2.604633333,111.8075167,3,NA
2225,1042,RAJANG 20,Igan River,No,NA,Rajang River,2.824916667,111.6981667,NA,NA,NA,NA,NA,2.824916667,111.6981667,7,NA
2225,1043,MALUDAM 1,Maludam River,No,NA,Maludam River,1.576,111.0844,NA,NA,NA,NA,NA,1.576,111.0844,9.919100136,peatland forest
2225,1044,MALUDAM 2,Maludam River,No,NA,Maludam River,1.5956,111.077,NA,NA,NA,NA,NA,1.5956,111.077,8,peatland forest
2225,1045,MALUDAM 3,Maludam River,No,NA,Maludam River,1.6059,111.0687,NA,NA,NA,NA,NA,1.6059,111.0687,12,peatland forest
2225,1046,MALUDAM 4,Maludam River,No,NA,Maludam River,1.6158,111.0621,NA,NA,NA,NA,NA,1.6158,111.0621,12,peatland forest
2225,1047,MALUDAM 5,Maludam River,No,NA,Maludam River,1.6358,111.0489,NA,NA,NA,NA,NA,1.6358,111.0489,9,NA
2225,1048,MALUDAM 6,Maludam River,No,NA,Maludam River,1.6493,111.0435,NA,NA,NA,NA,NA,1.6493,111.0435,2.991999897,NA
2225,1049,MALUDAM 7,Maludam River,No,NA,Maludam River,1.6591,111.0365,NA,NA,NA,NA,NA,1.6591,111.0365,6.997400136,NA
2225,1050,SEBUYAU 1,Sebuyau River,No,NA,Sebuyau River,1.4069,110.9832,NA,NA,NA,NA,NA,1.4069,110.9832,11,NA
2225,1051,SEBUYAU 2,Sebuyau River,No,NA,Sebuyau River,1.4369,110.9539,NA,NA,NA,NA,NA,1.4369,110.9539,9,combined with Station 1 of 9/15/2017; depths averaged
2225,1052,SEBUYAU 3,Sebuyau River,No,NA,Sebuyau River,1.4591,110.9661,NA,NA,NA,NA,NA,1.4591,110.9661,4.997400136,NA
2225,1053,SEBUYAU 4,Sebuyau River,No,NA,Sebuyau River,1.5067,110.9247,NA,NA,NA,NA,NA,1.5067,110.9247,4,NA
2225,1054,SIMUNJAN 1,Simunjan River,No,NA,Simunjan River,1.2846,110.8414,NA,NA,NA,NA,NA,1.2846,110.8414,16.00009918,lat lon adjusted to land on channel
2225,1055,SIMUNJAN 2,Simunjan River,No,NA,Simunjan River,1.17,110.8428,NA,NA,NA,NA,NA,1.17,110.8428,9.244,NA
2225,1056,SIMUNJAN 3,Simunjan River,No,NA,Simunjan River,1.1702,110.8399,NA,NA,NA,NA,NA,1.1702,110.8399,9.000100136,NA
2225,1057,SIMUNJAN 4,Simunjan River,No,NA,Simunjan River,1.2229,110.8138,NA,NA,NA,NA,NA,1.2229,110.8138,14.99200014,NA
2225,1058,SIMUNJAN 5,Simunjan River,No,NA,Simunjan River,1.3163,110.8158,NA,NA,NA,NA,NA,1.3163,110.8158,7,NA
2225,2586,RAJANG 2,Rajang River,No,NA,Rajang River,2.348,111.659,NA,NA,NA,NA,NA,2.348,111.659,0,lat lon moved to match a site in Fig. 1 of paper; reported data put this site far from river
2226,1059,Avon 0,Avon River,No,NA,Barrington River,-32.0405,151.9775,NA,NA,NA,NA,TH,-32.0405,151.9775,97,NA
2226,1060,Avon 1,Avon River,No,NA,Barrington River,-32.04657285,151.970859,NA,NA,NA,NA,TH,-32.04645365,151.9705248,89.73409918,NA
2226,1061,Avon 2,Avon River,No,NA,Barrington River,-32.04287875,151.9669816,NA,NA,NA,NA,TH,-32.04379437,151.9667823,90.56209918,NA
2226,1062,Avon 3,Avon River,No,NA,Barrington River,-32.04443025,151.9625476,NA,NA,NA,NA,TH,-32.04361754,151.963012,96,NA
2226,1063,Avon 4,Avon River,No,NA,Barrington River,-32.05425478,151.9670339,NA,NA,NA,NA,TH,-32.05425478,151.9670339,101.9770992,NA
2226,1064,Avon 5,Avon River,No,NA,Barrington River,-32.05898457,151.9695866,NA,NA,NA,NA,TH,-32.05885669,151.9691855,93.18209918,NA
2226,1065,Avon 6,Avon River,No,NA,Barrington River,-32.05966189,151.9674604,NA,NA,NA,NA,TH,-32.05987194,151.9683166,93.71109918,NA
2226,1066,Avon 7,Avon River,No,NA,Barrington River,-32.06189537,151.9625835,NA,NA,NA,NA,TH,-32.06158516,151.9634954,94.24009918,NA
2226,1067,Avon 8,Avon River,No,NA,Barrington River,-32.08722337,151.9611001,NA,NA,NA,NA,TH,-32.08722337,151.9611001,109,NA
2226,1068,Waukivory 0,Waukivory River,No,NA,Barrington River,-32.06273794,151.969661,NA,NA,NA,NA,TH,-32.06273794,151.969661,104,NA
2226,1069,Waukivory 1,Waukivory River,No,NA,Barrington River,-32.0679985,151.9675998,NA,NA,NA,NA,TH,-32.0679985,151.9675998,104.0000992,NA
2226,1070,Waukivory 2,Waukivory River,No,NA,Barrington River,-32.06912357,151.9683923,NA,NA,NA,NA,TH,-32.06912357,151.9683923,104.0000992,NA
2226,1071,Waukivory 3,Waukivory River,No,NA,Barrington River,-32.07039381,151.9692892,NA,NA,NA,NA,TH,-32.07039381,151.9692892,103.0000992,NA
2226,1072,Waukivory 4,Waukivory River,No,NA,Barrington River,-32.07309151,151.9715579,NA,NA,NA,NA,TH,-32.07309151,151.9715579,108,NA
2226,1073,Waukivory 5,Waukivory River,No,NA,Barrington River,-32.07467186,151.9728752,NA,NA,NA,NA,TH,-32.07467186,151.9728752,105,NA
2226,1074,Waukivory 6,Waukivory River,No,NA,Barrington River,-32.07598193,151.9742379,NA,NA,NA,NA,TH,-32.07598193,151.9742379,107,NA
2226,1075,Waukivory 7,Waukivory River,No,NA,Barrington River,-32.07702532,151.976091,NA,NA,NA,NA,TH,-32.07702532,151.976091,114,NA
2226,1076,Waukivory 8,Waukivory River,No,NA,Barrington River,-32.07674903,151.9787428,NA,NA,NA,NA,TH,-32.07696091,151.9776531,101.5400992,NA
2226,1077,Waukivory 9,Waukivory River,No,NA,Barrington River,-32.07694939,151.9812199,NA,NA,NA,NA,TH,-32.07694939,151.9812199,110,NA
2226,1078,Waukivory 10,Waukivory River,No,NA,Barrington River,-32.07882296,151.98424,NA,NA,NA,NA,TH,-32.07882296,151.98424,109.9310992,NA
2226,1079,Waukivory 11,Waukivory River,No,NA,Barrington River,-32.07988692,151.9875552,NA,NA,NA,NA,NA,-32.07995709,151.9875542,110.7700992,NA
2226,1080,Waukivory 12,Waukivory River,No,NA,Barrington River,-32.08245035,151.993397,NA,NA,NA,NA,TH,-32.08306436,151.9931726,115.6320992,NA
2227,1081,Birdhouse Clearing,Schwentine,No,NA,Schwentine,54.310656,10.220593,NA,NA,NA,NA,NA,54.31024594,10.22063224,0,lat lon estimated from Fig 2 using Google Earth
2227,1082,Drainage,Schwentine,No,NA,Schwentine,54.311762,10.219899,NA,NA,NA,NA,NA,54.311762,10.219899,5.000100136,lat lon estimated from Fig 2 using Google Earth
2227,1083,Benchdock,Schwentine,No,NA,Schwentine,54.316066,10.209892,NA,NA,NA,NA,NA,54.316066,10.209892,1.998499897,lat lon estimated from Fig 2 using Google Earth
2227,1084,River Center,Schwentine,No,NA,Schwentine,54.319101,10.209811,NA,NA,NA,NA,NA,54.31894144,10.20943851,0,lat lon estimated from Fig 2 using Google Earth
2227,1085,Bridge 1,Schwentine,No,NA,Schwentine,54.321252,10.205864,NA,NA,NA,NA,NA,54.3212828,10.20590549,0,lat lon estimated from Fig 2 using Google Earth
2227,1086,Bridge 2,Schwentine,No,NA,Schwentine,54.323444,10.204102,NA,NA,NA,NA,NA,54.3234065,10.20408091,0,location of Q gauge for this river; lat lon estimated from Fig 2 using Google Earth
2227,1087,Garden,Schwentine,No,NA,Schwentine,54.325774,10.199614,NA,NA,NA,NA,NA,54.325774,10.199614,5,lat lon estimated from Fig 2 using Google Earth
2227,1088,Footbridge,Schwentine,No,NA,Schwentine,54.327453,10.194826,NA,NA,NA,NA,NA,54.327453,10.194826,7.000100136,lat lon estimated from Fig 2 using Google Earth
2228,1089,APT,Pheasant Branch,No,NA,Rock River,43.1114,-89.5361,279,0.0059,1,24.9,CH,43.11091898,-89.53666635,279.0200916,slope determined from StreamStats
2228,1090,SFK,South Fork Pheasant Branch,No,NA,Rock River,43.0986,-89.5214,282,0.0053,1,16.1,CH,43.0984469,-89.52123718,279.4800916,slope determined from StreamStats
2228,1091,DM,Dorn Creek,No,NA,Rock River,43.1402,-89.4425,256,0.0023,1,32.6,NA,43.14018597,-89.44256128,257.1800916,slope determined from StreamStats
2228,1092,DQ,Dorn Creek,No,NA,Rock River,43.145,-89.4721,262,0.003,1,25.8,NA,43.14503405,-89.47209453,259.7400916,slope determined from StreamStats
2228,1093,SUG,Sugar River,No,NA,Rock River,42.9492,-89.5442,276,0.0025,3,214.2,NA,42.94908919,-89.54413895,273.9600916,slope determined from StreamStats
2228,1094,BMC,Sugar River,No,NA,Rock River,42.9769,-89.5394,282,0.0016,1,52.6,NA,42.97698074,-89.53952302,280.6800916,slope determined from StreamStats
2228,1095,BRW,Brewery Creek,No,NA,Wisconsin River,43.1256,-89.6344,274,0.007,2,26.2,CH,43.1256878,-89.63436437,273.9200916,also used in 12840
2228,1098,TRT,Black Earth Creek,No,NA,Wisconsin River,43.1148,-89.6643,262,0.0015,3,68.9,PS,43.11485217,-89.66421096,259.5200916,also used in 12840
2228,1100,BEC,Black Earth Creek,No,NA,Wisconsin River,43.1096,-89.6407,268,0.0014,2,29.5,NA,43.10933155,-89.64106387,263.7400916,also used in 12840
2230,1120,Meltwater outlet,Jokulsa a Solheimasandi,No,NA,Solheimajokull glacier,63.534,-19.371,132,NA,NA,NA,GT,63.53436736,-19.37131907,149.4531068,NA
2230,1121,Catchment outlet (Bridge),Jokulsa a Solheimasandi,No,NA,Solheimajokull glacier,63.499,-19.402,54,NA,NA,NA,NA,63.49911925,-19.40182067,114.8570992,NA
2230,1122,Fjallgilsa,Fjallgilsa,No,NA,Solheimajokull glacier,63.531,-19.379,135,NA,NA,NA,NA,63.531,-19.379,157.0001068,NA
2230,1123,Jokulsargil,Jokulsargil,No,NA,Solheimajokull glacier,63.543,-19.362,288,NA,NA,NA,NA,63.54318298,-19.3624017,188.0001068,NA
2231,1124,Negro- Black,Rio Negro,Yes,NA,Amazon,-2.868,-60.673,NA,NA,NA,NA,NA,NA,NA,NA,coordinates averaged from metadata
2231,1125,Tapajos- Clear,Tapajos,Yes,NA,Amazon,-2.576,-55.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
2232,1126,MAERC ditch,MacArthur ditches,No,NA,Fisheating Creek,27.1635,-81.1881,NA,NA,NA,NA,DIT,27.1635,-81.1881,8.000100136,not clear if multiple ditches were sampled or multiple sites within a single ditch
2232,1127,MAERC canal,MacArthur canal,No,NA,Fisheating Creek,27.165,-81.192,NA,NA,NA,NA,CAN,27.16451796,-81.19241456,7.073700136,NA
2233,1130,IP00,Ipswich River,No,NA,Ipswich River,42.5538,-71.1438,35,NA,3,37.6,NA,42.55381681,-71.14378796,20.69409918,NA
2233,8615,SB-Chest,Sawmill Brook,No,NA,Ipswich River,42.552797,-71.156574,NA,NA,1,4.8,NA,42.55307631,-71.15626138,20.52409918,also used in 2305
2234,1131,FD_ditch,Field Ditch,Yes,2,Yangtze,30.572,103.64,600,NA,NA,NA,DIT,NA,NA,NA,primary ditch; lat lon is based on sub-site FD2; unclear if fluxes were measured at FD1 or FD2 or both
2234,1132,LD_ditch,Lateral Ditch,Yes,2,Yangtze,30.58,103.647,600,NA,NA,NA,DIT,NA,NA,NA,secondary ditch; lat lon is based on sub-site LD2; unclear if fluxes were measured at LD1 or LD2 or both
2234,1133,BD_ditch,Branch Ditch,Yes,2,Yangtze,30.583,103.64,600,NA,NA,NA,DIT,NA,NA,NA,main (tertiary) ditch; lat lon is based on sub-site BD2; unclear if fluxes were measured at LD1 or LD2 or both
2235,7731,Black Burn,Black Burn,No,NA,Esk,55.7947,-3.2478,280,NA,3,3.35,NA,55.79463664,-3.247958747,254.8721068,also used in 7217; site information from Dinsmore et al. (2013) Global Change Biology
2236,1134,Black Burn Upper,Black Burn,No,NA,Esk,55.7845,-3.262,280,NA,3,NA,NA,55.78397691,-3.261699935,274.9360916,NA
2236,1135,Black Burn Lower,Black Burn,No,NA,Esk,55.787,-3.259,280,NA,3,NA,NA,55.78678619,-3.25854349,268.9520916,ca. 300 m upstream from site 7696
2236,1136,Black Burn Tributary,Black Burn Tributary,No,NA,Esk,55.786,-3.262,280,NA,1,NA,NA,55.78542584,-3.261964881,272.9840916,NA
2237,1140,Yukon at Eagle,Yukon River,No,NA,Yukon River,64.7893,-141.1978,258,NA,NA,293965,NA,64.7893,-141.1978,266.0000916,NA
2237,1141,Porcupine River,Porcupine River,No,NA,Yukon River,66.9903,-143.1406,158,NA,NA,76405,NA,66.9903,-143.1406,165.9891068,NA
2237,1142,Yukon near Stevens Village,Yukon River,No,NA,Yukon River,65.875,-149.7208,73,NA,NA,508415,NA,65.875,-149.7208,76.96409918,NA
2237,1143,Tanana at Nenana,Tanana River,No,NA,Yukon River,64.5647,-149.0942,103,NA,NA,66305,NA,64.5647,-149.0942,118,NA
2237,1144,Yukon at Pilot Station,Yukon River,No,NA,Yukon River,61.9336,-162.8831,6,NA,NA,831386,NA,61.9336,-162.8831,21,NA
2242,1145,Nares River,Nares River,No,NA,Yukon River,60.16408,-134.7072,660,NA,NA,3535,NA,60.16408,-134.7072,661,NA
2242,1146,Atlin River,Atlin River,No,NA,Yukon River,59.6004,-133.81483,664,NA,NA,6812,NA,59.6004,-133.81483,667.9021221,NA
2242,1147,Yukon River above Takhini River,Yukon River,No,NA,Yukon River,60.8386,-135.182,641,NA,NA,19971,NA,60.8386,-135.182,640.0001221,NA
2242,1148,Takhini River,Takhini River,No,NA,Yukon River,60.84056,-135.19503,636,NA,NA,6993,NA,60.84059344,-135.1948211,629.22,NA
2242,1149,Yukon River below Takhini River,Yukon River,No,NA,Yukon River,60.8567,-135.1862,630,NA,NA,NA,NA,60.8567,-135.1862,639.9861221,NA
2242,1150,Teslin River,Teslin River,No,NA,Yukon River,61.5698,-134.9,601,NA,NA,35014,NA,61.5698,-134.9,588,NA
2242,1151,Yukon River below Teslin River,Yukon River,No,NA,Yukon River,61.6423,-134.8404,599,NA,NA,NA,NA,61.6424299,-134.8401284,595.0641221,NA
2242,1152,Big Salmon River,Big Salmon River,No,NA,Yukon River,61.8825,-134.9066,575,NA,NA,6760,NA,61.88246803,-134.9061979,554.4821221,NA
2242,1153,Yukon River below Big Salmon River,Yukon River,No,NA,Yukon River,61.915,-134.9327,572,NA,NA,NA,NA,61.91522785,-134.9330228,569.7831221,NA
2242,1154,Little Salmon River,Little Salmon River,No,NA,Yukon River,62.0571,-135.6656,552,NA,NA,3626,NA,62.05704465,-135.665458,537.2801221,NA
2242,1155,Yukon River below Little Salmon River,Yukon River,No,NA,Yukon River,62.0247,-135.8473,550,NA,NA,NA,NA,62.02478344,-135.8473492,534.4761221,NA
2242,1156,Nordenskiold River,Nordenskiold River,No,NA,Yukon River,62.1035,-136.3048,530,NA,NA,6371,NA,62.10348629,-136.3044227,515.5951221,NA
2242,1157,Yukon River at Carmacks,Yukon River,No,NA,Yukon River,62.1176,-136.2627,532,NA,NA,81843,NA,62.1176,-136.2627,537,NA
2242,1158,Pelly River,Pelly River,No,NA,Yukon River,62.8284,-136.5697,464,NA,NA,48951,NA,62.8284,-136.5697,469.0000916,NA
2242,1159,Yukon River below Pelly River,Yukon River,No,NA,Yukon River,62.8286,-138.5125,401,NA,NA,NA,NA,62.82832077,-138.5123373,401.9850916,NA
2242,1160,Yukon River above White River,Yukon River,No,NA,Yukon River,63.1393,-139.5391,374,NA,NA,149960,NA,63.1393,-139.5391,350.0000916,NA
2242,1161,White River,White River,No,NA,Yukon River,63.1722,-139.6656,373,NA,NA,48000,NA,63.1722,-139.6656,362,NA
2242,1162,Yukon River below White River,Yukon River,No,NA,Yukon River,63.2862,-139.4353,365,NA,NA,NA,NA,63.2862,-139.4353,331.9870916,NA
2242,1163,Sixtymile River,Sixtymile River,No,NA,Yukon River,63.5643,-139.7634,342,NA,NA,3719,NA,63.5643,-139.7634,348,NA
2242,1164,Yukon River below Sixtymile River,Yukon River,No,NA,Yukon River,63.6602,-139.7505,344,NA,NA,NA,NA,63.65938798,-139.7486176,316.8790916,NA
2242,1165,Stewart River,Stewart River,No,NA,Yukon River,63.3037,-139.3315,362,NA,NA,51023,NA,63.3037,-139.3315,333,NA
2242,1166,Yukon River below Stewart River,Yukon River,No,NA,Yukon River,63.4293,-139.6246,354,NA,NA,NA,NA,63.4293,-139.6246,330,NA
2242,1168,Klondike River below Bonanza Creek,Klondike River,No,NA,Yukon River,64.0541,-139.4409,316,NA,NA,8044,NA,64.0541,-139.4409,321.9880916,NA
2242,1169,Yukon River below Klondike River,Yukon River,No,NA,Yukon River,64.1149,-139.4674,317,NA,NA,NA,NA,64.11493325,-139.4686617,309.7960916,NA
2242,1170,Fortymile River,Fortymile River,No,NA,Yukon River,64.4257,-140.542,288,NA,NA,16602,NA,64.42515486,-140.5417824,269.7,NA
2242,1171,Yukon River below Fortymile River,Yukon River,No,NA,Yukon River,64.5241,-140.4847,286,NA,NA,NA,NA,64.5241,-140.4847,287.0000916,NA
2243,1172,Teslin River-A,Teslin River,No,NA,Yukon River,60.481972,-133.289972,694,NA,NA,NA,NA,60.481972,-133.289972,691.9861221,NA
2243,1173,Tagish River,Tagish River,No,NA,Yukon River,60.293428,-134.262472,653,NA,NA,NA,NA,60.2934239,-134.2627012,664.5561221,NA
2243,1174,Yukon River above Whitehorse,Yukon River,No,NA,Yukon River,60.5735,-134.669556,652,NA,NA,NA,NA,60.5735,-134.669556,648.9861221,NA
2243,1175,Stewart River-A,Stewart River,No,NA,Yukon River,63.586514,-135.859764,519,NA,NA,NA,NA,63.586514,-135.859764,518.0001221,NA
2243,1176,Yukon River at Dawson,Yukon River,No,NA,Yukon River,64.028337,-139.478131,262,NA,NA,NA,NA,64.02832667,-139.4781213,251.448,NA
2243,1177,Yukon River at Circle,Yukon River,No,NA,Yukon River,65.7609,-144.014183,170,NA,NA,NA,NA,65.7609,-144.014183,190,NA
2243,1178,Tanana River above Eilson,Tanana River,No,NA,Yukon River,64.33928,-146.867467,227,NA,NA,NA,NA,64.33928,-146.867467,219.8801068,NA
2243,1179,Tanana River near Salcha,Tanana River,No,NA,Yukon River,64.5355,-147.0235,188,NA,NA,NA,NA,64.5353043,-147.0230257,182.4841068,NA
2243,1180,Tanana River below Chena River,Tanana River,No,NA,Yukon River,64.79325,-147.954217,130,NA,NA,NA,NA,64.79325,-147.954217,126.8080992,NA
2243,1181,Upper Chena River,Upper Chena River,No,NA,Yukon River,64.8458,-147.3305,139,NA,NA,NA,NA,64.84573272,-147.3302299,136.6841068,NA
2243,1182,Chena River above Fairbanks,Chena River,No,NA,Yukon River,64.84703,-147.4074,139,NA,NA,NA,NA,64.84643782,-147.408613,132.5321068,aka Chena River at Nordale Rd
2243,1183,Chena River mouth,Chena River,No,NA,Yukon River,64.7983,-147.9112,137,NA,NA,NA,NA,64.79823933,-147.9111166,120.8361068,NA
2243,1184,Clearwater River,Clearwater River,No,NA,Yukon River,64.054,-145.4332,320,NA,NA,NA,NA,64.054,-145.4332,326,also called Clearwater Creek
2243,1185,Hess Creek,Hess Creek,No,NA,Yukon River,65.6658,-149.0966,137,NA,NA,NA,NA,65.6666683,-149.0954717,136.7481068,NA
2243,1186,Porcupine River above Ft Yukon,Porcupine River,No,NA,Yukon River,66.592778,-145.278611,127,NA,NA,NA,NA,66.59293343,-145.2772327,114.567,NA
